Cell;Datetime;Data_Volume;PRB_Available_DL;PRB_Utilization_Percent
cell0001;2019-01-01 00:00:00;982962.3587402344;75.0;0.0617
cell0001;2019-01-01 01:00:00;811515.369372559;75.0;0.06
cell0001;2019-01-01 02:00:00;1072098.9198242188;75.0;0.06
cell0001;2019-01-01 03:00:00;829620.0208740234;75.0;0.05
cell0001;2019-01-01 04:00:00;277115.34345703124;75.0;0.05
cell0001;2019-01-01 05:00:00;218997.3028564453;75.0;0.06
cell0001;2019-01-01 06:00:00;2780.6596923828124;75.0;0.05
cell0001;2019-01-01 07:00:00;179703.33944091847;75.0;0.0567
cell0001;2019-01-01 08:00:00;214123.2216796875;75.0;0.05
cell0001;2019-01-01 09:00:00;370763.2952392578;75.0;0.0633
cell0001;2019-01-01 10:00:00;587321.37109375;75.0;0.0817
cell0001;2019-01-01 11:00:00;336187.866210938;75.0;0.055
cell0001;2019-01-01 12:00:00;64002.13834228516;75.0;0.05
cell0001;2019-01-01 13:00:00;394246.7642944341;75.0;0.0667
cell0001;2019-01-01 14:00:00;1003486.3304077173;75.0;0.1367
cell0001;2019-01-01 15:00:00;345033.46171875;75.0;0.0567
cell0001;2019-01-01 16:00:00;563346.9850585943;75.0;0.0633
cell0001;2019-01-01 17:00:00;143472.8517578125;75.0;0.055
cell0001;2019-01-01 18:00:00;26073.153662109376;75.0;0.05
cell0001;2019-01-01 19:00:00;346105.64454345754;75.0;0.0583
cell0001;2019-01-01 20:00:00;453953.15255127003;75.0;0.0533
cell0001;2019-01-01 21:00:00;159566.5878540044;75.0;0.05
cell0001;2019-01-01 22:00:00;15337.62080078125;75.0;0.05
cell0001;2019-01-01 23:00:00;5050.9013671875;75.0;0.05
cell0001;2019-01-02 00:00:00;739.4371215820313;75.0;0.05
cell0001;2019-01-02 01:00:00;2719.45458984375;75.0;0.05
cell0001;2019-01-02 02:00:00;962.9267578125;75.0;0.05
cell0001;2019-01-02 03:00:00;2682.35546875;75.0;0.05
cell0001;2019-01-02 04:00:00;7439.03125;75.0;0.05
cell0001;2019-01-02 05:00:00;7191.2799072265625;75.0;0.05
cell0001;2019-01-02 06:00:00;27859.60546875;75.0;0.05
cell0001;2019-01-02 07:00:00;110797.1677734375;75.0;0.05
cell0001;2019-01-02 08:00:00;27849.65363769531;75.0;0.05
cell0001;2019-01-02 09:00:00;157342.49542236378;75.0;0.05
cell0001;2019-01-02 10:00:00;275547.55133056693;75.0;0.05
cell0001;2019-01-02 11:00:00;354315.78985595756;75.0;0.065
cell0001;2019-01-02 12:00:00;100984.08666992188;75.0;0.05
cell0001;2019-01-02 13:00:00;137073.99532470753;75.0;0.0517
cell0001;2019-01-02 14:00:00;377177.74255371146;75.0;0.0567
cell0001;2019-01-02 15:00:00;130849.908984375;75.0;0.05
cell0001;2019-01-02 16:00:00;196535.18463134815;75.0;0.0533
cell0001;2019-01-02 17:00:00;309841.4721679693;75.0;0.0583
cell0001;2019-01-02 18:00:00;107102.2434326172;75.0;0.0517
cell0001;2019-01-02 19:00:00;158414.2974975591;75.0;0.055
cell0001;2019-01-02 20:00:00;556070.8389404297;75.0;0.0767
cell0001;2019-01-02 21:00:00;158746.84765625;75.0;0.0567
cell0001;2019-01-02 22:00:00;14216.426696777344;75.0;0.05
cell0001;2019-01-02 23:00:00;3548.51455078125;75.0;0.05
cell0001;2019-01-03 00:00:00;5765.7562255859375;75.0;0.05
cell0001;2019-01-03 01:00:00;1071.950537109375;75.0;0.05
cell0001;2019-01-03 02:00:00;6567.566796875;75.0;0.05
cell0001;2019-01-03 03:00:00;1298.4923950195312;75.0;0.05
cell0001;2019-01-03 04:00:00;6585.6375;75.0;0.05
cell0001;2019-01-03 05:00:00;59618.21171875;75.0;0.05
cell0001;2019-01-03 06:00:00;151998.8818359375;75.0;0.0517
cell0001;2019-01-03 07:00:00;75293.5654296875;75.0;0.05
cell0001;2019-01-03 08:00:00;247624.580859375;75.0;0.0517
cell0001;2019-01-03 09:00:00;559291.8645996099;75.0;0.0617
cell0001;2019-01-03 10:00:00;474100.6170654302;75.0;0.0617
cell0001;2019-01-03 11:00:00;597084.6677124028;75.0;0.065
cell0001;2019-01-03 12:00:00;353561.99039306695;75.0;0.055
cell0001;2019-01-03 13:00:00;369064.90356445365;75.0;0.0583
cell0001;2019-01-03 14:00:00;521359.4265625;75.0;0.06
cell0001;2019-01-03 15:00:00;256671.3247680669;75.0;0.0533
cell0001;2019-01-03 16:00:00;246789.43126220754;75.0;0.05
cell0001;2019-01-03 17:00:00;454633.8001464849;75.0;0.0567
cell0001;2019-01-03 18:00:00;372545.8984375;75.0;0.0567
cell0001;2019-01-03 19:00:00;355823.40817871096;75.0;0.055
cell0001;2019-01-03 20:00:00;165370.73974609375;75.0;0.05
cell0001;2019-01-03 21:00:00;44853.6244140625;75.0;0.05
cell0001;2019-01-03 22:00:00;216314.5130859375;75.0;0.0567
cell0001;2019-01-03 23:00:00;326748.27282714844;75.0;0.0517
cell0001;2019-01-04 00:00:00;51717.529296875;75.0;0.05
cell0001;2019-01-04 01:00:00;2144.4990234375;75.0;0.05
cell0001;2019-01-04 02:00:00;2198.5262451171875;75.0;0.05
cell0001;2019-01-04 03:00:00;1238.58896484375;75.0;0.05
cell0001;2019-01-04 04:00:00;24252.77080078125;75.0;0.05
cell0001;2019-01-04 05:00:00;59498.52993164062;75.0;0.05
cell0001;2019-01-04 06:00:00;34712.06967773438;75.0;0.05
cell0001;2019-01-04 07:00:00;100625.6021484375;75.0;0.05
cell0001;2019-01-04 08:00:00;264630.5546875;75.0;0.0533
cell0001;2019-01-04 09:00:00;405163.54580078175;75.0;0.055
cell0001;2019-01-04 10:00:00;549877.4316650395;75.0;0.06
cell0001;2019-01-04 11:00:00;721439.3716186528;75.0;0.0733
cell0001;2019-01-04 12:00:00;485820.53734130913;75.0;0.0611
cell0001;2019-01-04 13:00:00;674563.0624389653;75.0;0.0667
cell0001;2019-01-04 14:00:00;875342.1967163091;75.0;0.0883
cell0001;2019-01-04 15:00:00;644776.634960938;75.0;0.0533
cell0001;2019-01-04 16:00:00;358847.78227539064;75.0;0.0583
cell0001;2019-01-04 17:00:00;219045.47299804736;75.0;0.0517
cell0001;2019-01-04 18:00:00;118065.99526367188;75.0;0.05
cell0001;2019-01-04 19:00:00;297402.30428466847;75.0;0.0517
cell0001;2019-01-04 20:00:00;445166.8928222656;75.0;0.0567
cell0001;2019-01-04 21:00:00;108081.82536621144;75.0;0.05
cell0001;2019-01-04 22:00:00;45528.43220214844;75.0;0.05
cell0001;2019-01-04 23:00:00;20792.239013671875;75.0;0.05
cell0001;2019-01-05 00:00:00;8819.908544921875;75.0;0.05
cell0001;2019-01-05 01:00:00;1655.5871337890626;75.0;0.05
cell0001;2019-01-05 02:00:00;4590.552575683594;75.0;0.05
cell0001;2019-01-05 03:00:00;1634.018896484375;75.0;0.05
cell0001;2019-01-05 04:00:00;2377.067919921875;75.0;0.05
cell0001;2019-01-05 05:00:00;40751.21337890625;75.0;0.05
cell0001;2019-01-05 06:00:00;251440.29936523488;75.0;0.055
cell0001;2019-01-05 07:00:00;62390.26728515625;75.0;0.05
cell0001;2019-01-05 08:00:00;158591.8999511719;75.0;0.05
cell0001;2019-01-05 09:00:00;239190.01735839894;75.0;0.0533
cell0001;2019-01-05 10:00:00;181164.01478271533;75.0;0.05
cell0001;2019-01-05 11:00:00;271655.37169189507;75.0;0.0533
cell0001;2019-01-05 12:00:00;217874.13170166066;75.0;0.0517
cell0001;2019-01-05 13:00:00;307105.5321411138;75.0;0.0617
cell0001;2019-01-05 14:00:00;372716.5318847661;75.0;0.0583
cell0001;2019-01-05 15:00:00;194337.5200805669;75.0;0.055
cell0001;2019-01-05 16:00:00;32297.771923828124;75.0;0.05
cell0001;2019-01-05 17:00:00;371267.3538574219;75.0;0.055
cell0001;2019-01-05 18:00:00;239655.16959228565;75.0;0.05
cell0001;2019-01-05 19:00:00;879156.8883422856;75.0;0.0817
cell0001;2019-01-05 20:00:00;563879.1544189458;75.0;0.0583
cell0001;2019-01-05 21:00:00;323487.8008422857;75.0;0.0544
cell0001;2019-01-05 22:00:00;842616.9734130859;75.0;0.0617
cell0001;2019-01-05 23:00:00;1832134.1749267553;75.0;0.1267
cell0001;2019-01-06 00:00:00;1741666.8666625952;75.0;0.1283
cell0001;2019-01-06 01:00:00;2101783.439086917;75.0;0.1467
cell0001;2019-01-06 02:00:00;1947465.8677246068;75.0;0.1367
cell0001;2019-01-06 03:00:00;1874984.8681396532;75.0;0.12
cell0001;2019-01-06 04:00:00;1183082.993554685;75.0;0.0883
cell0001;2019-01-06 05:00:00;639402.3676025395;75.0;0.055
cell0001;2019-01-06 06:00:00;57002.28455810547;75.0;0.05
cell0001;2019-01-06 07:00:00;20535.098022460938;75.0;0.05
cell0001;2019-01-06 08:00:00;102106.15539550781;75.0;0.05
cell0001;2019-01-06 09:00:00;226508.34014892628;75.0;0.06
cell0001;2019-01-06 10:00:00;398771.42767334037;75.0;0.0617
cell0001;2019-01-06 11:00:00;220170.4020263677;75.0;0.05
cell0001;2019-01-06 12:00:00;304534.2212036138;75.0;0.055
cell0001;2019-01-06 13:00:00;123641.705859375;75.0;0.05
cell0001;2019-01-06 14:00:00;127751.928125;75.0;0.0533
cell0001;2019-01-06 15:00:00;234075.3873046875;75.0;0.0567
cell0001;2019-01-06 16:00:00;255132.33662109374;75.0;0.06
cell0001;2019-01-06 17:00:00;44862.14766845703;75.0;0.05
cell0001;2019-01-06 18:00:00;257106.002929688;75.0;0.06
cell0001;2019-01-06 19:00:00;122255.11015625;75.0;0.05
cell0001;2019-01-06 20:00:00;188836.6710205083;75.0;0.0517
cell0001;2019-01-06 21:00:00;132487.15498046874;75.0;0.0517
cell0001;2019-01-06 22:00:00;112795.69384765625;75.0;0.05
cell0001;2019-01-06 23:00:00;38549.10202636719;75.0;0.05
cell0001;2019-01-07 00:00:00;6655.751513671875;75.0;0.05
cell0001;2019-01-07 01:00:00;1543.287109375;75.0;0.05
cell0001;2019-01-07 02:00:00;1035.2383666992187;75.0;0.05
cell0001;2019-01-07 03:00:00;1418.3701171875;75.0;0.05
cell0001;2019-01-07 04:00:00;5545.3228759765625;75.0;0.05
cell0001;2019-01-07 05:00:00;185137.44272460937;75.0;0.05
cell0001;2019-01-07 06:00:00;167806.37524414112;75.0;0.0517
cell0001;2019-01-07 07:00:00;125884.19256591846;75.0;0.0517
cell0001;2019-01-07 08:00:00;401070.7383911138;75.0;0.06
cell0001;2019-01-07 09:00:00;652431.9687988285;75.0;0.0817
cell0001;2019-01-07 10:00:00;900699.8809448247;75.0;0.095
cell0001;2019-01-07 11:00:00;1895718.060742185;75.0;0.21
cell0001;2019-01-07 12:00:00;1675880.81367188;75.0;0.1717
cell0001;2019-01-07 13:00:00;1328554.680725095;75.0;0.1533
cell0001;2019-01-07 14:00:00;1343459.2716064502;75.0;0.1533
cell0001;2019-01-07 15:00:00;1050068.1919921923;75.0;0.1383
cell0001;2019-01-07 16:00:00;850426.0366699223;75.0;0.08
cell0001;2019-01-07 17:00:00;724291.2305297856;75.0;0.0783
cell0001;2019-01-07 18:00:00;169484.84584960938;75.0;0.0517
cell0001;2019-01-07 19:00:00;62465.10528564453;75.0;0.0533
cell0001;2019-01-07 20:00:00;71765.16928710937;75.0;0.05
cell0001;2019-01-07 21:00:00;56801.759765625;75.0;0.05
cell0001;2019-01-07 22:00:00;142920.0634765625;75.0;0.05
cell0001;2019-01-07 23:00:00;161233.8487426763;75.0;0.05
cell0001;2019-01-08 00:00:00;294261.9750122076;75.0;0.0583
cell0001;2019-01-08 01:00:00;372449.10775146534;75.0;0.065
cell0001;2019-01-08 02:00:00;887.709716796875;75.0;0.05
cell0001;2019-01-08 03:00:00;1376.296484375;75.0;0.05
cell0001;2019-01-08 04:00:00;5064.276513671875;75.0;0.05
cell0001;2019-01-08 05:00:00;30010.626525878906;75.0;0.05
cell0001;2019-01-08 06:00:00;111205.00286865284;75.0;0.0517
cell0001;2019-01-08 07:00:00;270769.6820312505;75.0;0.0517
cell0001;2019-01-08 08:00:00;979303.7227294922;75.0;0.0983
cell0001;2019-01-08 09:00:00;970314.4372070313;75.0;0.1017
cell0001;2019-01-08 10:00:00;1218716.9424926783;75.0;0.1417
cell0001;2019-01-08 11:00:00;2031739.2221191456;75.0;0.1883
cell0001;2019-01-08 12:00:00;1823315.142773435;75.0;0.1717
cell0001;2019-01-08 13:00:00;1259381.16875;75.0;0.135
cell0001;2019-01-08 14:00:00;1364535.1393310572;75.0;0.1333
cell0001;2019-01-08 15:00:00;1098911.3332031225;75.0;0.1267
cell0001;2019-01-08 16:00:00;852883.91015625;75.0;0.1133
cell0001;2019-01-08 17:00:00;679089.2816162109;75.0;0.0733
cell0001;2019-01-08 18:00:00;191428.59686279346;75.0;0.0583
cell0001;2019-01-08 19:00:00;240758.1205078125;75.0;0.0517
cell0001;2019-01-08 20:00:00;157553.4302368169;75.0;0.05
cell0001;2019-01-08 21:00:00;33192.93623046875;75.0;0.05
cell0001;2019-01-08 22:00:00;55414.60791015625;75.0;0.05
cell0001;2019-01-08 23:00:00;51182.34580078125;75.0;0.05
cell0001;2019-01-09 00:00:00;581.6515625;75.0;0.05
cell0001;2019-01-09 01:00:00;7916.612353515625;75.0;0.05
cell0001;2019-01-09 02:00:00;40535.034497070315;75.0;0.05
cell0001;2019-01-09 03:00:00;5000.3885498046875;75.0;0.05
cell0001;2019-01-09 04:00:00;12257.2994140625;75.0;0.05
cell0001;2019-01-09 05:00:00;41820.9017211914;75.0;0.05
cell0001;2019-01-09 06:00:00;62674.1162109375;75.0;0.05
cell0001;2019-01-09 07:00:00;230373.8287109375;75.0;0.0533
cell0001;2019-01-09 08:00:00;733045.8256225591;75.0;0.0767
cell0001;2019-01-09 09:00:00;915527.0825073246;75.0;0.095
cell0001;2019-01-09 10:00:00;1011164.9044921875;75.0;0.1183
cell0001;2019-01-09 11:00:00;5107225.1787109375;75.0;0.2867
cell0001;2019-01-09 12:00:00;2599916.8142089895;75.0;0.2033
cell0001;2019-01-09 13:00:00;1152822.4127929688;75.0;0.135
cell0001;2019-01-09 14:00:00;1212350.8201171875;75.0;0.14
cell0001;2019-01-09 15:00:00;1022822.5302124048;75.0;0.1117
cell0001;2019-01-09 16:00:00;1235496.6246704126;75.0;0.14
cell0001;2019-01-09 17:00:00;694508.9657226562;75.0;0.0883
cell0001;2019-01-09 18:00:00;330259.01336669974;75.0;0.055
cell0001;2019-01-09 19:00:00;81130.37270507813;75.0;0.05
cell0001;2019-01-09 20:00:00;152124.67038574218;75.0;0.0533
cell0001;2019-01-09 21:00:00;432690.8999755859;75.0;0.0617
cell0001;2019-01-09 22:00:00;724328.7998413091;75.0;0.105
cell0001;2019-01-09 23:00:00;25634.00830078125;75.0;0.05
cell0001;2019-01-10 00:00:00;2885.5617919921874;75.0;0.05
cell0001;2019-01-10 01:00:00;5018.656494140625;75.0;0.05
cell0001;2019-01-10 02:00:00;86824.10522460938;75.0;0.0533
cell0001;2019-01-10 03:00:00;929.0448852539063;75.0;0.05
cell0001;2019-01-10 04:00:00;1322.5687377929687;75.0;0.05
cell0001;2019-01-10 05:00:00;149289.66706542968;75.0;0.05
cell0001;2019-01-10 06:00:00;468192.5518798828;75.0;0.065
cell0001;2019-01-10 07:00:00;466891.801953125;75.0;0.0683
cell0001;2019-01-10 08:00:00;1055403.2916870143;75.0;0.1033
cell0001;2019-01-10 09:00:00;1073718.894348147;75.0;0.09
cell0001;2019-01-10 10:00:00;1075882.6679077123;75.0;0.1133
cell0001;2019-01-10 11:00:00;1354240.80013428;75.0;0.16
cell0001;2019-01-10 14:00:00;1489571.9159301731;75.0;0.1467
cell0001;2019-01-10 15:00:00;1462341.8390991236;75.0;0.1722
cell0001;2019-01-10 16:00:00;1215098.271728513;75.0;0.12
cell0001;2019-01-10 17:00:00;922925.4854003906;75.0;0.09
cell0001;2019-01-10 19:00:00;327884.55242919974;75.0;0.05
cell0001;2019-01-10 20:00:00;126051.240234375;75.0;0.05
cell0001;2019-01-10 22:00:00;319127.46540527395;75.0;0.0611
cell0001;2019-01-10 23:00:00;24867.36328125;75.0;0.05
cell0001;2019-01-11 00:00:00;1644.3519409179687;75.0;0.05
cell0001;2019-01-11 05:00:00;179143.85357666065;75.0;0.05
cell0001;2019-01-11 06:00:00;121924.27177734375;75.0;0.0533
cell0001;2019-01-11 07:00:00;300695.13533935597;75.0;0.0633
cell0001;2019-01-11 10:00:00;1411977.147509763;75.0;0.15
cell0001;2019-01-11 12:00:00;2190406.564892578;75.0;0.19
cell0001;2019-01-11 13:00:00;1287980.0305175781;75.0;0.1789
cell0001;2019-01-11 14:00:00;1708880.030419922;75.0;0.175
cell0001;2019-01-11 15:00:00;2254688.691955564;75.0;0.2167
cell0001;2019-01-11 16:00:00;2052322.2446289062;75.0;0.1983
cell0001;2019-01-11 17:00:00;503174.4086914068;75.0;0.07
cell0001;2019-01-11 18:00:00;188541.91674804688;75.0;0.0517
cell0001;2019-01-11 19:00:00;241290.20705566407;75.0;0.0567
cell0001;2019-01-11 20:00:00;34687.50732421875;75.0;0.05
cell0001;2019-01-11 21:00:00;66741.28540039062;75.0;0.05
cell0001;2019-01-11 22:00:00;48538.11672363281;75.0;0.0517
cell0001;2019-01-11 23:00:00;69139.6315673828;75.0;0.05
cell0001;2019-01-12 00:00:00;97051.7158203125;75.0;0.0517
cell0001;2019-01-12 01:00:00;76324.5990600586;75.0;0.05
cell0001;2019-01-12 02:00:00;1100.6148803710937;75.0;0.05
cell0001;2019-01-12 03:00:00;1661.015478515625;75.0;0.05
cell0001;2019-01-12 04:00:00;2617.9412475585937;75.0;0.05
cell0001;2019-01-12 05:00:00;10524.680114746094;75.0;0.05
cell0001;2019-01-12 06:00:00;20079.03583984375;75.0;0.05
cell0001;2019-01-12 07:00:00;185732.02108154347;75.0;0.05
cell0001;2019-01-12 08:00:00;38926.11428222656;75.0;0.05
cell0001;2019-01-12 09:00:00;744821.71875;75.0;0.08
cell0001;2019-01-12 10:00:00;740911.7464599614;75.0;0.09
cell0001;2019-01-12 11:00:00;460622.22465820366;75.0;0.0633
cell0001;2019-01-12 12:00:00;981651.9039550781;75.0;0.0767
cell0001;2019-01-12 13:00:00;465725.25219726615;75.0;0.0583
cell0001;2019-01-12 14:00:00;145681.55897216845;75.0;0.05
cell0001;2019-01-12 15:00:00;452106.77421875;75.0;0.055
cell0001;2019-01-12 16:00:00;138328.72595214844;75.0;0.05
cell0001;2019-01-12 17:00:00;102169.03455810597;75.0;0.05
cell0001;2019-01-12 18:00:00;64130.475061035155;75.0;0.05
cell0001;2019-01-12 19:00:00;19124.60075683594;75.0;0.05
cell0001;2019-01-12 20:00:00;39760.70056152344;75.0;0.05
cell0001;2019-01-12 21:00:00;416943.6206542969;75.0;0.055
cell0001;2019-01-12 22:00:00;1071560.830297849;75.0;0.0683
cell0001;2019-01-12 23:00:00;1353828.7097412136;75.0;0.0817
cell0001;2019-01-13 00:00:00;1485958.88125;75.0;0.0933
cell0001;2019-01-13 01:00:00;1514799.3509277368;75.0;0.0833
cell0001;2019-01-13 02:00:00;1425307.3050293017;75.0;0.0833
cell0001;2019-01-13 03:00:00;1539685.4262451222;75.0;0.09
cell0001;2019-01-13 04:00:00;816734.3208007812;75.0;0.0656
cell0001;2019-01-13 05:00:00;198629.384765625;75.0;0.0522
cell0001;2019-01-13 06:00:00;40380.4808227539;75.0;0.05
cell0001;2019-01-13 07:00:00;44165.61044921875;75.0;0.05
cell0001;2019-01-13 08:00:00;49571.756872558595;75.0;0.0517
cell0001;2019-01-13 09:00:00;335407.9249511724;75.0;0.0567
cell0001;2019-01-13 10:00:00;188358.5180053716;75.0;0.0517
cell0001;2019-01-13 11:00:00;161802.82368164114;75.0;0.0533
cell0001;2019-01-13 12:00:00;330454.70793457085;75.0;0.0567
cell0001;2019-01-13 13:00:00;235639.6646118169;75.0;0.05
cell0001;2019-01-13 14:00:00;534114.6261596684;75.0;0.055
cell0001;2019-01-13 15:00:00;333686.01956787164;75.0;0.0667
cell0001;2019-01-13 16:00:00;371072.7029296875;75.0;0.0533
cell0001;2019-01-13 17:00:00;250340.69990234374;75.0;0.05
cell0001;2019-01-13 18:00:00;507776.4613403326;75.0;0.0633
cell0001;2019-01-13 19:00:00;135584.9713623047;75.0;0.0533
cell0001;2019-01-13 20:00:00;54629.51027832031;75.0;0.05
cell0001;2019-01-13 21:00:00;87917.90162353516;75.0;0.05
cell0001;2019-01-13 22:00:00;12600.707983398437;75.0;0.05
cell0001;2019-01-13 23:00:00;12707.998254394532;75.0;0.05
cell0001;2019-01-14 00:00:00;2299.0528564453125;75.0;0.05
cell0001;2019-01-14 01:00:00;798.9101806640625;75.0;0.05
cell0001;2019-01-14 02:00:00;99869.73947753906;75.0;0.055
cell0001;2019-01-14 03:00:00;253439.03663330126;75.0;0.0517
cell0001;2019-01-14 04:00:00;15976.126342773438;75.0;0.05
cell0001;2019-01-14 05:00:00;68333.220703125;75.0;0.05
cell0001;2019-01-14 06:00:00;208397.4140625;75.0;0.05
cell0001;2019-01-14 07:00:00;164823.35665283253;75.0;0.0533
cell0001;2019-01-14 08:00:00;695832.0659179688;75.0;0.0717
cell0001;2019-01-14 09:00:00;844739.2510864262;75.0;0.095
cell0001;2019-01-14 10:00:00;1909370.5365478564;75.0;0.185
cell0001;2019-01-14 11:00:00;1393318.5525390673;75.0;0.19
cell0001;2019-01-14 12:00:00;1597585.0852050781;75.0;0.16
cell0001;2019-01-14 13:00:00;1727236.21132813;75.0;0.1733
cell0001;2019-01-14 14:00:00;1885526.442260747;75.0;0.2017
cell0001;2019-01-14 15:00:00;1438587.2312622045;75.0;0.165
cell0001;2019-01-14 16:00:00;1348355.6275390624;75.0;0.1367
cell0001;2019-01-14 17:00:00;1032667.7612548879;75.0;0.1189
cell0001;2019-01-14 18:00:00;268677.534375;75.0;0.05
cell0001;2019-01-14 19:00:00;188319.22260742186;75.0;0.05
cell0001;2019-01-14 20:00:00;114951.34517822316;75.0;0.0544
cell0001;2019-01-14 21:00:00;249608.3378906255;75.0;0.0567
cell0001;2019-01-14 22:00:00;37588.396215820314;75.0;0.05
cell0001;2019-01-14 23:00:00;12601.146057128906;75.0;0.0517
cell0001;2019-01-15 00:00:00;4510.8453369140625;75.0;0.05
cell0001;2019-01-15 01:00:00;1726.4609375;75.0;0.05
cell0001;2019-01-15 02:00:00;18122.650524902343;75.0;0.05
cell0001;2019-01-15 03:00:00;2593.1028076171874;75.0;0.05
cell0001;2019-01-15 04:00:00;2744.590441894531;75.0;0.05
cell0001;2019-01-15 05:00:00;92481.069140625;75.0;0.0517
cell0001;2019-01-15 06:00:00;187036.49846191407;75.0;0.0533
cell0001;2019-01-15 07:00:00;233350.7337890625;75.0;0.05
cell0001;2019-01-15 08:00:00;1128263.948535161;75.0;0.1083
cell0001;2019-01-15 09:00:00;1777889.666015625;75.0;0.1483
cell0001;2019-01-15 10:00:00;1224059.6761840845;75.0;0.1383
cell0001;2019-01-15 11:00:00;2483527.207214358;75.0;0.22
cell0001;2019-01-15 12:00:00;1983227.7265625;75.0;0.1917
cell0001;2019-01-15 13:00:00;1995280.4849609374;75.0;0.1883
cell0001;2019-01-15 14:00:00;1767713.3772949243;75.0;0.1833
cell0001;2019-01-15 15:00:00;1820660.4246215846;75.0;0.1933
cell0001;2019-01-15 16:00:00;1724723.317529297;75.0;0.1967
cell0001;2019-01-15 17:00:00;992604.641186524;75.0;0.11
cell0001;2019-01-15 18:00:00;390722.8180297857;75.0;0.0567
cell0001;2019-01-15 19:00:00;474020.2349609375;75.0;0.0733
cell0001;2019-01-15 20:00:00;176707.4535644531;75.0;0.05
cell0001;2019-01-15 21:00:00;49724.13525390625;75.0;0.0517
cell0001;2019-01-15 22:00:00;163420.47795410157;75.0;0.05
cell0001;2019-01-15 23:00:00;8153.757421875;75.0;0.05
cell0001;2019-01-16 00:00:00;5607.5452880859375;75.0;0.05
cell0001;2019-01-16 01:00:00;59965.365222167966;75.0;0.0533
cell0001;2019-01-16 02:00:00;1188.6242065429688;75.0;0.05
cell0001;2019-01-16 03:00:00;14914.576904296875;75.0;0.05
cell0001;2019-01-16 04:00:00;26659.6998046875;75.0;0.0517
cell0001;2019-01-16 05:00:00;24822.617248535156;75.0;0.05
cell0001;2019-01-16 06:00:00;140812.40020752003;75.0;0.05
cell0001;2019-01-16 07:00:00;210415.7332397466;75.0;0.0522
cell0001;2019-01-16 08:00:00;806494.4853515625;75.0;0.0667
cell0001;2019-01-16 11:00:00;1675679.6336547825;75.0;0.1667
cell0001;2019-01-16 12:00:00;1823080.1193847656;75.0;0.17
cell0001;2019-01-16 13:00:00;1680892.6875;75.0;0.1833
cell0001;2019-01-16 14:00:00;1443745.3762695312;75.0;0.1278
cell0001;2019-01-16 15:00:00;1905448.7857421923;75.0;0.1678
cell0001;2019-01-16 16:00:00;3063153.117041013;75.0;0.3833
cell0001;2019-01-16 17:00:00;1013938.6514404321;75.0;0.1033
cell0001;2019-01-16 18:00:00;374753.8115234375;75.0;0.0567
cell0001;2019-01-16 20:00:00;135495.0528442388;75.0;0.05
cell0001;2019-01-16 21:00:00;46923.61291503906;75.0;0.05
cell0001;2019-01-16 22:00:00;122835.28540039062;75.0;0.05
cell0001;2019-01-16 23:00:00;116734.71240234375;75.0;0.05
cell0001;2019-01-17 00:00:00;275021.9779541016;75.0;0.0517
cell0001;2019-01-17 01:00:00;157931.64180908253;75.0;0.05
cell0001;2019-01-17 02:00:00;2050.135852050781;75.0;0.05
cell0001;2019-01-17 03:00:00;468.89677734375;75.0;0.05
cell0001;2019-01-17 04:00:00;10575.555395507812;75.0;0.05
cell0001;2019-01-17 05:00:00;54025.836364746094;75.0;0.05
cell0001;2019-01-17 06:00:00;81513.01440429688;75.0;0.05
cell0001;2019-01-17 07:00:00;189261.70471191456;75.0;0.0517
cell0001;2019-01-17 08:00:00;1119320.1309814428;75.0;0.115
cell0001;2019-01-17 09:00:00;1413029.690307622;75.0;0.1383
cell0001;2019-01-17 10:00:00;1730831.6581420924;75.0;0.16
cell0001;2019-01-17 11:00:00;2482444.2700195312;75.0;0.2367
cell0001;2019-01-17 12:00:00;1969014.6612793019;75.0;0.2083
cell0001;2019-01-17 13:00:00;1904612.1760986354;75.0;0.1933
cell0001;2019-01-17 14:00:00;1914772.8872070361;75.0;0.185
cell0001;2019-01-17 15:00:00;1295109.1713989233;75.0;0.1483
cell0001;2019-01-17 16:00:00;2056041.8498535182;75.0;0.17
cell0001;2019-01-17 17:00:00;1303477.7130615208;75.0;0.1033
cell0001;2019-01-17 18:00:00;846711.9374877934;75.0;0.0633
cell0001;2019-01-17 19:00:00;939302.6312988286;75.0;0.0583
cell0001;2019-01-17 20:00:00;796982.0624267582;75.0;0.0583
cell0001;2019-01-17 21:00:00;418449.3222656255;75.0;0.0583
cell0001;2019-01-17 22:00:00;285551.4307617188;75.0;0.0567
cell0001;2019-01-17 23:00:00;208806.6434326172;75.0;0.0533
cell0001;2019-01-18 00:00:00;479465.06447753904;75.0;0.055
cell0001;2019-01-18 01:00:00;156202.86533203174;75.0;0.0567
cell0001;2019-01-18 02:00:00;7018.469165039062;75.0;0.05
cell0001;2019-01-18 03:00:00;84367.72211914063;75.0;0.0517
cell0001;2019-01-18 04:00:00;4583.678247070313;75.0;0.05
cell0001;2019-01-18 05:00:00;135623.77646484374;75.0;0.05
cell0001;2019-01-18 06:00:00;238355.980078125;75.0;0.0533
cell0001;2019-01-18 07:00:00;199386.7784423833;75.0;0.0533
cell0001;2019-01-18 08:00:00;865661.0788574219;75.0;0.075
cell0001;2019-01-18 09:00:00;1760797.727954099;75.0;0.1678
