Cell;Datetime;Data_Volume;PRB_Available_DL;PRB_Utilization_Percent
cell0001;2020-07-06 02:00:00;393775.0946044927;100.0;0.065
cell0001;2020-07-06 03:00:00;17240.932397460936;100.0;0.05
cell0001;2020-07-06 04:00:00;29049.08291015625;100.0;0.05
cell0001;2020-07-06 05:00:00;216035.1176269531;100.0;0.05
cell0001;2020-07-06 06:00:00;280007.6221801763;100.0;0.0517
cell0001;2020-07-06 07:00:00;799048.1909179688;100.0;0.065
cell0001;2020-07-06 08:00:00;885396.6467041016;100.0;0.0633
cell0001;2020-07-06 09:00:00;907842.7825561528;100.0;0.065
cell0001;2020-07-06 10:00:00;666253.9254394531;100.0;0.0583
cell0001;2020-07-06 11:00:00;1277472.033386228;100.0;0.0733
cell0001;2020-07-06 12:00:00;1747186.2593872095;100.0;0.1283
cell0001;2020-07-06 13:00:00;1270620.134582522;100.0;0.0933
cell0001;2020-07-06 14:00:00;932310.2020751957;100.0;0.0833
cell0001;2020-07-06 15:00:00;1326745.1271484424;100.0;0.1
cell0001;2020-07-06 16:00:00;1220318.762475591;100.0;0.0883
cell0001;2020-07-06 17:00:00;1574663.1864257862;100.0;0.1067
cell0001;2020-07-06 18:00:00;2239511.646875;100.0;0.105
cell0001;2020-07-06 19:00:00;1080888.0687866185;100.0;0.0783
cell0001;2020-07-06 20:00:00;1613134.3703002955;100.0;0.095
cell0001;2020-07-06 21:00:00;2136847.116088865;100.0;0.1183
cell0001;2020-07-06 22:00:00;1397273.0928710965;100.0;0.08
cell0001;2020-07-06 23:00:00;2441113.049316404;100.0;0.12
cell0001;2020-07-07 00:00:00;3217348.3289306615;100.0;0.14
cell0001;2020-07-07 01:00:00;1545324.0552246093;100.0;0.0633
cell0001;2020-07-07 02:00:00;1632628.4011962865;100.0;0.0783
cell0001;2020-07-07 03:00:00;1047597.3692871144;100.0;0.0583
cell0001;2020-07-07 04:00:00;227318.5154296875;100.0;0.0517
cell0001;2020-07-07 05:00:00;151127.70568847656;100.0;0.0567
cell0001;2020-07-07 06:00:00;184613.17041015625;100.0;0.05
cell0001;2020-07-07 07:00:00;739044.3577148437;100.0;0.0583
cell0001;2020-07-07 08:00:00;732943.5955810552;100.0;0.0633
cell0001;2020-07-07 09:00:00;650488.5009033207;100.0;0.065
cell0001;2020-07-07 10:00:00;1367806.779345708;100.0;0.0783
cell0001;2020-07-07 11:00:00;1409538.5934082058;100.0;0.0817
cell0001;2020-07-07 12:00:00;1346759.266845708;100.0;0.1383
cell0001;2020-07-07 13:00:00;1428343.4607421875;100.0;0.0833
cell0001;2020-07-07 14:00:00;1031152.3782226586;100.0;0.0767
cell0001;2020-07-07 15:00:00;2058532.6211914062;100.0;0.1333
cell0001;2020-07-07 16:00:00;1662126.343188474;100.0;0.1067
cell0001;2020-07-07 17:00:00;1497004.8304443408;100.0;0.11
cell0001;2020-07-07 18:00:00;1718149.7806396533;100.0;0.1083
cell0001;2020-07-07 19:00:00;1428131.324243169;100.0;0.0983
cell0001;2020-07-07 20:00:00;1721876.4105957032;100.0;0.1167
cell0001;2020-07-07 21:00:00;813095.1397460942;100.0;0.0667
cell0001;2020-07-07 22:00:00;783091.96171875;100.0;0.0567
cell0001;2020-07-07 23:00:00;1444168.3757690403;100.0;0.075
cell0001;2020-07-08 00:00:00;2949072.4786377004;100.0;0.12
cell0001;2020-07-08 01:00:00;2154433.8166503883;100.0;0.0683
cell0001;2020-07-08 02:00:00;2409622.9083496146;100.0;0.075
cell0001;2020-07-08 03:00:00;1179943.742761228;100.0;0.06
cell0001;2020-07-08 04:00:00;1587179.85859375;100.0;0.0767
cell0001;2020-07-08 05:00:00;885335.3451660157;100.0;0.07
cell0001;2020-07-08 06:00:00;476665.19438476564;100.0;0.0633
cell0001;2020-07-08 07:00:00;596407.8352661137;100.0;0.06
cell0001;2020-07-08 08:00:00;806300.7974243169;100.0;0.0617
cell0001;2020-07-08 09:00:00;1111430.464453125;100.0;0.0817
cell0001;2020-07-08 10:00:00;1878528.6829101536;100.0;0.105
cell0001;2020-07-08 11:00:00;1717025.256372073;100.0;0.0933
cell0001;2020-07-08 12:00:00;1937371.4011230494;100.0;0.1333
cell0001;2020-07-08 13:00:00;1244435.727832036;100.0;0.115
cell0001;2020-07-08 14:00:00;1036894.9328613281;100.0;0.0767
cell0001;2020-07-08 15:00:00;1044692.9774658252;100.0;0.095
cell0001;2020-07-08 16:00:00;1735157.386889651;100.0;0.1033
cell0001;2020-07-08 17:00:00;599665.536694336;100.0;0.0683
cell0001;2020-07-08 18:00:00;948380.524023438;100.0;0.0733
cell0001;2020-07-08 19:00:00;1157562.7103515675;100.0;0.06
cell0001;2020-07-08 20:00:00;1293852.0924316456;100.0;0.0883
cell0001;2020-07-08 21:00:00;1322951.9801025416;100.0;0.0883
cell0001;2020-07-08 22:00:00;1913405.6243896533;100.0;0.0917
cell0001;2020-07-08 23:00:00;1578770.8733886718;100.0;0.075
cell0001;2020-07-09 00:00:00;1132991.6655395483;100.0;0.06
cell0001;2020-07-09 01:00:00;3247287.424316404;100.0;0.0883
cell0001;2020-07-09 02:00:00;2308212.4231933593;100.0;0.0867
cell0001;2020-07-09 03:00:00;635325.6912841802;100.0;0.0533
cell0001;2020-07-09 04:00:00;83412.37163085937;100.0;0.0517
cell0001;2020-07-09 05:00:00;99292.70675048829;100.0;0.05
cell0001;2020-07-09 06:00:00;213595.2461059575;100.0;0.0533
cell0001;2020-07-09 07:00:00;524053.934765625;100.0;0.0667
cell0001;2020-07-09 08:00:00;811630.2424316411;100.0;0.0833
cell0001;2020-07-09 09:00:00;1150671.2641479517;100.0;0.0917
cell0001;2020-07-09 10:00:00;1784364.075622556;100.0;0.1167
cell0001;2020-07-09 11:00:00;2628933.070495603;100.0;0.1783
cell0001;2020-07-09 12:00:00;2413280.05587158;100.0;0.2033
cell0001;2020-07-09 13:00:00;1978968.8003540013;100.0;0.1517
cell0001;2020-07-09 14:00:00;1074395.205078125;100.0;0.0633
cell0001;2020-07-09 15:00:00;1169345.4862304714;100.0;0.1233
cell0001;2020-07-09 16:00:00;1288356.5909179735;100.0;0.0917
cell0001;2020-07-09 17:00:00;933344.7093750004;100.0;0.105
cell0001;2020-07-09 18:00:00;1108129.692236333;100.0;0.085
cell0001;2020-07-09 19:00:00;1593968.5171630909;100.0;0.125
cell0001;2020-07-09 20:00:00;3061842.7286865287;100.0;0.17
cell0001;2020-07-09 21:00:00;895573.2642822266;100.0;0.0683
cell0001;2020-07-09 22:00:00;473067.01566162164;100.0;0.0517
cell0001;2020-07-09 23:00:00;2214993.0234375;100.0;0.095
cell0001;2020-07-10 00:00:00;2413220.4639648437;100.0;0.105
cell0001;2020-07-10 01:00:00;1411428.6171997045;100.0;0.0633
cell0001;2020-07-10 02:00:00;958730.399609375;100.0;0.055
cell0001;2020-07-10 03:00:00;1124593.9861084034;100.0;0.05
cell0001;2020-07-10 04:00:00;652521.4622558594;100.0;0.05
cell0001;2020-07-10 05:00:00;43214.915283203125;100.0;0.05
cell0001;2020-07-10 06:00:00;104751.4857055669;100.0;0.05
cell0001;2020-07-10 07:00:00;384102.1729492188;100.0;0.0517
cell0001;2020-07-10 08:00:00;1189899.42669678;100.0;0.07
cell0001;2020-07-10 09:00:00;1252362.4445190455;100.0;0.085
cell0001;2020-07-10 10:00:00;1968902.0429687526;100.0;0.1333
cell0001;2020-07-10 11:00:00;1827719.8166992187;100.0;0.105
cell0001;2020-07-10 12:00:00;1868334.876440427;100.0;0.1133
cell0001;2020-07-10 13:00:00;1405293.5017089844;100.0;0.11
cell0001;2020-07-10 14:00:00;1943940.4964355442;100.0;0.14
cell0001;2020-07-10 15:00:00;1896983.948620608;100.0;0.1133
cell0001;2020-07-10 16:00:00;1245258.053283694;100.0;0.0867
cell0001;2020-07-10 17:00:00;1235543.580725095;100.0;0.1083
cell0001;2020-07-10 18:00:00;1261787.528198247;100.0;0.1067
cell0001;2020-07-10 19:00:00;503305.51611328125;100.0;0.0583
cell0001;2020-07-10 20:00:00;765713.7653686528;100.0;0.0617
cell0001;2020-07-10 21:00:00;1269253.9245605518;100.0;0.0783
cell0001;2020-07-10 22:00:00;649927.425;100.0;0.07
cell0001;2020-07-10 23:00:00;1052609.1335449219;100.0;0.0717
cell0001;2020-07-11 00:00:00;2299766.3662109426;100.0;0.095
cell0001;2020-07-11 01:00:00;1767730.4296508764;100.0;0.075
cell0001;2020-07-11 02:00:00;653709.350585938;100.0;0.05
cell0001;2020-07-11 03:00:00;1063788.2835449192;100.0;0.0533
cell0001;2020-07-11 04:00:00;1990072.9831542969;100.0;0.055
cell0001;2020-07-11 05:00:00;1214838.2162597682;100.0;0.0533
cell0001;2020-07-11 06:00:00;105658.99428710938;100.0;0.05
cell0001;2020-07-11 07:00:00;206562.24096679737;100.0;0.05
cell0001;2020-07-11 08:00:00;372450.73571777344;100.0;0.0567
cell0001;2020-07-11 09:00:00;436447.48864746094;100.0;0.0533
cell0001;2020-07-11 10:00:00;1075783.986145017;100.0;0.0833
cell0001;2020-07-11 11:00:00;971285.7653320313;100.0;0.0783
cell0001;2020-07-11 12:00:00;1016638.5598022436;100.0;0.0783
cell0001;2020-07-11 13:00:00;1496864.8382568408;100.0;0.1067
cell0001;2020-07-11 14:00:00;576915.0083251953;100.0;0.0567
cell0001;2020-07-11 15:00:00;1367801.5641113257;100.0;0.0833
cell0001;2020-07-11 16:00:00;1186603.4196167018;100.0;0.0983
cell0001;2020-07-11 17:00:00;770232.9564453125;100.0;0.075
cell0001;2020-07-11 18:00:00;1387039.4247802782;100.0;0.0867
cell0001;2020-07-11 19:00:00;1309174.2143554688;100.0;0.09
cell0001;2020-07-11 20:00:00;1438765.0237793017;100.0;0.0917
cell0001;2020-07-11 21:00:00;2392709.392578125;100.0;0.1217
cell0001;2020-07-11 22:00:00;1033902.761901853;100.0;0.06
cell0001;2020-07-11 23:00:00;1274005.5398681615;100.0;0.0683
cell0001;2020-07-12 00:00:00;840737.2948242187;100.0;0.0567
cell0001;2020-07-12 01:00:00;1510184.9551757812;100.0;0.0733
cell0001;2020-07-12 02:00:00;550801.8005859375;100.0;0.055
cell0001;2020-07-12 03:00:00;588992.8247070312;100.0;0.05
cell0001;2020-07-12 04:00:00;634773.8115966797;100.0;0.05
cell0001;2020-07-12 05:00:00;592321.3810180669;100.0;0.05
cell0001;2020-07-12 06:00:00;89740.03491210938;100.0;0.05
cell0001;2020-07-12 07:00:00;37507.92807617188;100.0;0.05
cell0001;2020-07-12 08:00:00;246250.630078125;100.0;0.05
cell0001;2020-07-12 09:00:00;473568.1493286138;100.0;0.0817
cell0001;2020-07-12 10:00:00;768627.9595947266;100.0;0.07
cell0001;2020-07-12 11:00:00;1305255.1195556615;100.0;0.0883
cell0001;2020-07-12 12:00:00;1493364.5315551783;100.0;0.0783
cell0001;2020-07-12 13:00:00;578875.9223022466;100.0;0.0583
cell0001;2020-07-12 14:00:00;1297983.0813598607;100.0;0.09
cell0001;2020-07-12 15:00:00;1713631.783984375;100.0;0.1067
cell0001;2020-07-12 16:00:00;1555988.972265625;100.0;0.0983
cell0001;2020-07-12 17:00:00;1745961.88203125;100.0;0.1367
cell0001;2020-07-12 18:00:00;1555334.8026855518;100.0;0.0983
cell0001;2020-07-12 19:00:00;2512727.8643188453;100.0;0.1417
cell0001;2020-07-12 20:00:00;1089939.3867065455;100.0;0.0683
cell0001;2020-07-12 21:00:00;1354959.197314458;100.0;0.0917
cell0001;2020-07-12 22:00:00;1697452.916198733;100.0;0.1
cell0001;2020-07-12 23:00:00;1376425.3647460938;100.0;0.08
cell0001;2020-07-13 00:00:00;3039898.0489746146;100.0;0.125
cell0001;2020-07-13 01:00:00;5239087.179785159;100.0;0.1983
cell0001;2020-07-13 02:00:00;719137.4926391606;100.0;0.05
cell0001;2020-07-13 03:00:00;1146597.7440918018;100.0;0.05
cell0001;2020-07-13 04:00:00;697231.6306640625;100.0;0.0517
cell0001;2020-07-13 05:00:00;484248.7453613281;100.0;0.0533
cell0001;2020-07-13 06:00:00;216986.31232910155;100.0;0.0517
cell0001;2020-07-13 07:00:00;473409.4245605469;100.0;0.0567
cell0001;2020-07-13 08:00:00;1055992.6007568408;100.0;0.0783
cell0001;2020-07-13 09:00:00;745643.8540649419;100.0;0.065
cell0001;2020-07-13 10:00:00;1245384.0217285205;100.0;0.0783
cell0001;2020-07-13 11:00:00;1829776.3347167943;100.0;0.1133
cell0001;2020-07-13 12:00:00;1533594.3715698216;100.0;0.1033
cell0001;2020-07-13 13:00:00;2704754.7260498023;100.0;0.1533
cell0001;2020-07-13 14:00:00;1337359.16015625;100.0;0.0883
cell0001;2020-07-13 15:00:00;1391625.4586791967;100.0;0.08
cell0001;2020-07-13 16:00:00;1761170.0369628905;100.0;0.1017
cell0001;2020-07-13 17:00:00;2433440.477294922;100.0;0.1283
cell0001;2020-07-13 18:00:00;1616102.6034667995;100.0;0.0933
cell0001;2020-07-13 19:00:00;1057284.957421875;100.0;0.075
cell0001;2020-07-13 20:00:00;777441.8713989262;100.0;0.065
cell0001;2020-07-13 21:00:00;911086.2253417973;100.0;0.065
cell0001;2020-07-13 22:00:00;1247675.8146972656;100.0;0.0983
cell0001;2020-07-13 23:00:00;2442080.9498291067;100.0;0.1117
cell0001;2020-07-14 00:00:00;1226368.3773803737;100.0;0.0733
cell0001;2020-07-14 01:00:00;1096761.4630371144;100.0;0.0517
cell0001;2020-07-14 02:00:00;1130160.5169433567;100.0;0.0533
cell0001;2020-07-14 03:00:00;563056.8500366216;100.0;0.0533
cell0001;2020-07-14 04:00:00;626263.6272827153;100.0;0.0533
cell0001;2020-07-14 05:00:00;294184.30123291066;100.0;0.05
cell0001;2020-07-14 06:00:00;641984.8981933598;100.0;0.075
cell0001;2020-07-14 07:00:00;705681.7149414063;100.0;0.0733
cell0001;2020-07-14 08:00:00;461116.9237060552;100.0;0.0567
cell0001;2020-07-14 09:00:00;1132353.4747192408;100.0;0.0917
cell0001;2020-07-14 10:00:00;962808.580078125;100.0;0.08
cell0001;2020-07-14 11:00:00;1132480.9890625;100.0;0.0867
cell0001;2020-07-14 12:00:00;2531216.6096923877;100.0;0.1617
cell0001;2020-07-14 13:00:00;2260683.2598388647;100.0;0.1433
cell0001;2020-07-14 14:00:00;1390976.5385742162;100.0;0.095
cell0001;2020-07-14 15:00:00;892482.7114013677;100.0;0.0783
cell0001;2020-07-14 16:00:00;1760835.1525390625;100.0;0.095
cell0001;2020-07-14 17:00:00;1177049.3675537158;100.0;0.1
cell0001;2020-07-14 18:00:00;1201008.7184326146;100.0;0.085
cell0001;2020-07-14 19:00:00;2655649.222998052;100.0;0.115
cell0001;2020-07-14 20:00:00;3520727.320605469;100.0;0.175
cell0001;2020-07-14 21:00:00;2175718.4903808646;100.0;0.1233
cell0001;2020-07-14 22:00:00;1895387.6622070286;100.0;0.11
cell0001;2020-07-14 23:00:00;708155.5006713872;100.0;0.0533
cell0001;2020-07-15 00:00:00;1628688.126818845;100.0;0.0717
cell0001;2020-07-15 01:00:00;1443909.8101196315;100.0;0.0667
cell0001;2020-07-15 02:00:00;2398882.433203125;100.0;0.0683
cell0001;2020-07-15 03:00:00;1373634.6352539088;100.0;0.0633
cell0001;2020-07-15 04:00:00;11368.08740234375;100.0;0.05
cell0001;2020-07-15 05:00:00;128247.34462890626;100.0;0.0517
cell0001;2020-07-15 06:00:00;312440.7751464844;100.0;0.0533
cell0001;2020-07-15 07:00:00;599324.6418457031;100.0;0.065
cell0001;2020-07-15 08:00:00;878006.3468994141;100.0;0.0883
cell0001;2020-07-15 09:00:00;664987.41505127;100.0;0.0767
cell0001;2020-07-15 10:00:00;408258.0042968755;100.0;0.0567
cell0001;2020-07-15 11:00:00;555662.0067749028;100.0;0.0683
cell0001;2020-07-15 12:00:00;1333638.1359985378;100.0;0.1067
cell0001;2020-07-15 13:00:00;2225561.6823242186;100.0;0.1417
cell0001;2020-07-15 14:00:00;951705.3892089843;100.0;0.0667
cell0001;2020-07-15 15:00:00;1230147.3902343798;100.0;0.0717
cell0001;2020-07-15 16:00:00;3162424.0286132814;100.0;0.155
cell0001;2020-07-15 17:00:00;1918295.5918457056;100.0;0.105
cell0001;2020-07-15 18:00:00;1617700.9559326197;100.0;0.0967
cell0001;2020-07-15 19:00:00;1022115.479467771;100.0;0.0567
cell0001;2020-07-15 20:00:00;2024482.3087036158;100.0;0.0783
cell0001;2020-07-15 21:00:00;2519603.4312744117;100.0;0.1633
cell0001;2020-07-15 22:00:00;1737699.3725097682;100.0;0.0833
cell0001;2020-07-15 23:00:00;1279299.350964358;100.0;0.0533
cell0001;2020-07-16 00:00:00;803396.5003784185;100.0;0.0633
cell0001;2020-07-16 01:00:00;147201.46973877;100.0;0.0517
cell0001;2020-07-16 02:00:00;187074.879492188;100.0;0.0517
cell0001;2020-07-16 03:00:00;333479.0419555669;100.0;0.05
cell0001;2020-07-16 04:00:00;255561.41220703124;100.0;0.05
cell0001;2020-07-16 05:00:00;509086.01466064504;100.0;0.0517
cell0001;2020-07-16 06:00:00;151442.7145751953;100.0;0.05
cell0001;2020-07-16 07:00:00;397165.4667114263;100.0;0.055
cell0001;2020-07-16 08:00:00;526866.220092774;100.0;0.06
cell0001;2020-07-16 09:00:00;593585.845288086;100.0;0.0583
cell0001;2020-07-16 10:00:00;936832.1299804688;100.0;0.0783
cell0001;2020-07-16 11:00:00;1834497.7810058643;100.0;0.1133
cell0001;2020-07-16 12:00:00;1654110.6630248998;100.0;0.1317
cell0001;2020-07-16 13:00:00;1752851.6240844752;100.0;0.125
cell0001;2020-07-16 14:00:00;1809965.5697875952;100.0;0.1083
cell0001;2020-07-16 15:00:00;1212780.9663696263;100.0;0.1233
cell0001;2020-07-16 16:00:00;1851044.9897827173;100.0;0.1283
cell0001;2020-07-16 17:00:00;1744179.7131958033;100.0;0.0917
cell0001;2020-07-16 18:00:00;2140899.9997558645;100.0;0.1183
cell0001;2020-07-16 19:00:00;900125.0758300781;100.0;0.0767
cell0001;2020-07-16 20:00:00;1652000.360229497;100.0;0.1067
cell0001;2020-07-16 21:00:00;1247386.113061526;100.0;0.1133
cell0001;2020-07-16 22:00:00;1101349.765625;100.0;0.0783
cell0001;2020-07-16 23:00:00;2222839.3392334036;100.0;0.09
cell0001;2020-07-17 00:00:00;1048766.553515625;100.0;0.0733
cell0001;2020-07-17 01:00:00;206033.33125;100.0;0.0533
cell0001;2020-07-17 02:00:00;466857.2876220708;100.0;0.06
cell0001;2020-07-17 03:00:00;382534.1854003912;100.0;0.0567
cell0001;2020-07-17 04:00:00;638843.0202026372;100.0;0.0567
cell0001;2020-07-17 05:00:00;87755.63198242188;100.0;0.05
cell0001;2020-07-17 06:00:00;336445.62373046874;100.0;0.055
cell0001;2020-07-17 07:00:00;431887.327539063;100.0;0.0617
cell0001;2020-07-17 08:00:00;250818.80092773438;100.0;0.0533
cell0001;2020-07-17 09:00:00;862572.1381347657;100.0;0.0917
cell0001;2020-07-17 10:00:00;1575648.3546630885;100.0;0.1033
cell0001;2020-07-17 11:00:00;1170209.303515625;100.0;0.0717
cell0001;2020-07-17 12:00:00;2118123.8254394582;100.0;0.1317
cell0001;2020-07-17 13:00:00;1834754.0560546902;100.0;0.1267
cell0001;2020-07-17 14:00:00;2657765.67305908;100.0;0.1633
cell0001;2020-07-17 15:00:00;4217238.154138186;100.0;0.185
cell0001;2020-07-17 16:00:00;2141231.4137573265;100.0;0.14
cell0001;2020-07-17 17:00:00;1079387.5120971706;100.0;0.0817
cell0001;2020-07-17 18:00:00;1286691.6699462866;100.0;0.0817
cell0001;2020-07-17 19:00:00;890604.6012939458;100.0;0.0617
cell0001;2020-07-17 20:00:00;1350975.4194946315;100.0;0.085
cell0001;2020-07-17 21:00:00;875480.4106445312;100.0;0.0733
cell0001;2020-07-17 22:00:00;495350.4270996099;100.0;0.0517
cell0001;2020-07-17 23:00:00;677232.251953125;100.0;0.065
cell0001;2020-07-18 00:00:00;1150850.851977544;100.0;0.0617
cell0001;2020-07-18 01:00:00;615440.0468261719;100.0;0.055
cell0001;2020-07-18 02:00:00;176400.88046875;100.0;0.05
cell0001;2020-07-18 03:00:00;601227.4173339844;100.0;0.05
cell0001;2020-07-18 04:00:00;1512354.461523435;100.0;0.0633
cell0001;2020-07-18 05:00:00;44532.24940185547;100.0;0.05
cell0001;2020-07-18 06:00:00;99455.06479492187;100.0;0.05
cell0001;2020-07-18 07:00:00;223489.008984375;100.0;0.05
cell0001;2020-07-18 08:00:00;437070.7873779302;100.0;0.0567
cell0001;2020-07-18 09:00:00;435829.5114868169;100.0;0.0683
cell0001;2020-07-18 10:00:00;803920.8001464844;100.0;0.07
cell0001;2020-07-18 11:00:00;1348142.1679687474;100.0;0.0917
cell0001;2020-07-18 12:00:00;1867266.2278320312;100.0;0.1117
cell0001;2020-07-18 13:00:00;1404130.294006345;100.0;0.0933
cell0001;2020-07-18 14:00:00;921254.1255126953;100.0;0.1183
cell0001;2020-07-18 15:00:00;637033.7623046875;100.0;0.0733
cell0001;2020-07-18 16:00:00;918001.9116699218;100.0;0.0733
cell0001;2020-07-18 17:00:00;1025215.4350585988;100.0;0.0667
cell0001;2020-07-18 18:00:00;901255.8287109375;100.0;0.0883
cell0001;2020-07-18 19:00:00;851825.6270507813;100.0;0.0583
cell0001;2020-07-18 20:00:00;686470.315234375;100.0;0.065
cell0001;2020-07-18 21:00:00;671235.1823730469;100.0;0.0567
cell0001;2020-07-18 22:00:00;563324.99786377;100.0;0.0533
cell0001;2020-07-18 23:00:00;1196181.553759763;100.0;0.075
cell0001;2020-07-19 00:00:00;545859.7351074223;100.0;0.0533
cell0001;2020-07-19 01:00:00;707493.5514404301;100.0;0.0567
cell0001;2020-07-19 02:00:00;1570859.271765134;100.0;0.0617
cell0001;2020-07-19 03:00:00;470377.44836425834;100.0;0.055
cell0001;2020-07-19 04:00:00;1880462.6788085965;100.0;0.0817
cell0001;2020-07-19 05:00:00;435148.9455566406;100.0;0.0517
cell0001;2020-07-19 06:00:00;26062.05615234375;100.0;0.05
cell0001;2020-07-19 07:00:00;40563.04340820313;100.0;0.05
cell0001;2020-07-19 08:00:00;375106.77532959037;100.0;0.0583
cell0001;2020-07-19 09:00:00;447797.1137695318;100.0;0.0567
cell0001;2020-07-19 10:00:00;743646.7590820312;100.0;0.0683
cell0001;2020-07-19 11:00:00;975665.6264038091;100.0;0.0617
cell0001;2020-07-19 12:00:00;2165992.7254028344;100.0;0.0967
cell0001;2020-07-19 13:00:00;1707390.4069335987;100.0;0.1117
cell0001;2020-07-19 14:00:00;1292094.055810547;100.0;0.0833
cell0001;2020-07-19 15:00:00;917022.8207397466;100.0;0.0617
cell0001;2020-07-19 16:00:00;1197859.4989379907;100.0;0.0817
cell0001;2020-07-19 17:00:00;651491.1471313481;100.0;0.06
cell0001;2020-07-19 18:00:00;1304274.9094482397;100.0;0.0817
cell0001;2020-07-19 19:00:00;1925167.2070312526;100.0;0.125
cell0001;2020-07-19 20:00:00;1826268.8885253957;100.0;0.1017
cell0001;2020-07-19 21:00:00;1606653.264111333;100.0;0.1
cell0001;2020-07-19 22:00:00;1715163.3084960913;100.0;0.09
cell0001;2020-07-19 23:00:00;2962975.569726565;100.0;0.1233
cell0001;2020-07-20 00:00:00;731361.0726562504;100.0;0.0733
cell0001;2020-07-20 01:00:00;477680.61317138723;100.0;0.0567
cell0001;2020-07-20 02:00:00;276328.79516601615;100.0;0.0567
cell0001;2020-07-20 03:00:00;158665.25268554688;100.0;0.05
cell0001;2020-07-20 04:00:00;514762.8640136719;100.0;0.0567
cell0001;2020-07-20 05:00:00;459853.4920654302;100.0;0.0533
cell0001;2020-07-20 06:00:00;679265.6524291997;100.0;0.07
cell0001;2020-07-20 07:00:00;457634.7256835938;100.0;0.0567
cell0001;2020-07-20 08:00:00;628560.4524658204;100.0;0.09
cell0001;2020-07-20 09:00:00;682616.1031494145;100.0;0.0767
cell0001;2020-07-20 10:00:00;1029664.1697998097;100.0;0.1583
cell0001;2020-07-20 11:00:00;1420033.6807617187;100.0;0.1167
cell0001;2020-07-20 12:00:00;2149068.4533691406;100.0;0.1633
cell0001;2020-07-20 13:00:00;1826128.8979248072;100.0;0.135
cell0001;2020-07-20 14:00:00;1175225.2889404346;100.0;0.085
cell0001;2020-07-20 15:00:00;887787.5677490239;100.0;0.07
cell0001;2020-07-20 16:00:00;1433131.2109130907;100.0;0.0967
cell0001;2020-07-20 17:00:00;1301422.48046875;100.0;0.1017
cell0001;2020-07-20 18:00:00;1597100.6612182644;100.0;0.0967
cell0001;2020-07-20 19:00:00;1073279.272265625;100.0;0.0633
cell0001;2020-07-20 20:00:00;960501.8092407231;100.0;0.0633
cell0001;2020-07-20 21:00:00;2281076.0368652395;100.0;0.1333
cell0001;2020-07-20 22:00:00;711458.3152099609;100.0;0.0567
cell0001;2020-07-20 23:00:00;499882.1664428716;100.0;0.05
cell0001;2020-07-21 00:00:00;237581.88509521534;100.0;0.0517
cell0001;2020-07-21 01:00:00;1093558.3940673855;100.0;0.0567
cell0001;2020-07-21 02:00:00;412803.04855957086;100.0;0.05
cell0001;2020-07-21 03:00:00;425476.2987304687;100.0;0.05
cell0001;2020-07-21 04:00:00;352894.41455078125;100.0;0.05
cell0001;2020-07-21 05:00:00;236815.58618164062;100.0;0.0517
cell0001;2020-07-21 06:00:00;1308815.8405029322;100.0;0.085
cell0001;2020-07-21 07:00:00;805345.238671875;100.0;0.0817
cell0001;2020-07-21 08:00:00;680116.7333496099;100.0;0.0633
cell0001;2020-07-21 09:00:00;819502.6323730473;100.0;0.0683
cell0001;2020-07-21 10:00:00;772944.2442626953;100.0;0.0733
cell0001;2020-07-21 11:00:00;948600.4487548833;100.0;0.1083
cell0001;2020-07-21 12:00:00;2063821.861926267;100.0;0.1433
cell0001;2020-07-21 13:00:00;2279775.637744146;100.0;0.1683
cell0001;2020-07-21 14:00:00;1856766.7891845752;100.0;0.1167
cell0001;2020-07-21 15:00:00;950230.5874511718;100.0;0.0817
cell0001;2020-07-21 16:00:00;982102.2411621094;100.0;0.09
cell0001;2020-07-21 17:00:00;1091529.3199462916;100.0;0.0833
cell0001;2020-07-21 18:00:00;1182959.1954101562;100.0;0.1067
cell0001;2020-07-21 19:00:00;948147.7048828125;100.0;0.085
cell0001;2020-07-21 20:00:00;1384074.9316406276;100.0;0.0783
cell0001;2020-07-21 21:00:00;1347772.518920901;100.0;0.0867
cell0001;2020-07-21 22:00:00;474162.6902954107;100.0;0.0633
cell0001;2020-07-21 23:00:00;575257.0164550781;100.0;0.0567
cell0001;2020-07-22 00:00:00;1765308.45234375;100.0;0.0783
cell0001;2020-07-22 01:00:00;2351731.4077148438;100.0;0.0967
cell0001;2020-07-22 02:00:00;3796557.5024414114;100.0;0.1317
cell0001;2020-07-22 03:00:00;1327505.7841796924;100.0;0.0617
cell0001;2020-07-22 04:00:00;216959.9945800781;100.0;0.05
cell0001;2020-07-22 05:00:00;93094.13884277343;100.0;0.0517
cell0001;2020-07-22 06:00:00;229656.88061523438;100.0;0.05
cell0001;2020-07-22 07:00:00;399190.6190185547;100.0;0.0583
cell0001;2020-07-22 08:00:00;522470.41826171876;100.0;0.0583
cell0001;2020-07-22 09:00:00;882445.5446777348;100.0;0.0717
cell0001;2020-07-22 10:00:00;604213.7598876958;100.0;0.0617
cell0001;2020-07-22 11:00:00;1309499.1561767603;100.0;0.09
cell0001;2020-07-22 12:00:00;2183878.070312505;100.0;0.1633
cell0001;2020-07-22 13:00:00;1898698.7819335987;100.0;0.1183
cell0001;2020-07-22 14:00:00;1357448.1416503931;100.0;0.095
cell0001;2020-07-22 15:00:00;1420869.3227539062;100.0;0.105
cell0001;2020-07-22 16:00:00;2218969.685815432;100.0;0.1033
